ITEM: TIMESTEP
300
ITEM: NUMBER OF ATOMS
10206
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 5.3240940000000002e+01
0.0000000000000000e+00 5.3240940000000002e+01
0.0000000000000000e+00 5.3240940000000002e+01
ITEM: ATOMS id type xs ys zs
3 1 0.0259046 0.0251623 0.0298235
4 1 0.0806848 0.0277198 0.028051
5 1 0.0273787 0.0820364 0.0316372
6 1 0.0818284 0.0817634 0.0266988
8 1 0.0867012 0.0235645 0.07829
9 1 0.0244435 0.0848823 0.0803955
10 1 0.0792529 0.082992 0.0773436
29 1 0.0563066 0.113066 -0.000347394
6806 2 0.0563396 -0.00107739 0.0536748
6808 2 0.00179355 0.0532201 0.0533759
6809 2 0.114077 0.00137891 0.00251241
6812 2 0.112278 0.0538323 0.0501795
6817 2 0.00256645 0.112704 0.000961694
6818 2 0.0526694 0.110956 0.0529057
6821 2 0.111847 0.112189 0.00205955
7 1 0.0231742 0.0222807 0.0785682
85 1 0.057167 0.00646352 0.109212
88 1 0.0857423 0.0308001 0.137635
89 1 0.0310985 0.08381 0.143083
90 1 0.0860664 0.085739 0.143625
95 1 0.106562 0.0606738 0.10977
113 1 0.0532474 0.11367 0.110498
6842 2 0.0508204 0.00390227 0.161447
6843 2 0.0562938 0.0539211 0.113953
6845 2 0.113607 0.00229295 0.113598
6854 2 0.0563301 0.111584 0.169215
6857 2 0.114203 0.11452 0.116132
9727 3 0.0285619 0.0306641 0.14107
87 1 0.0826583 0.0823785 0.18695
91 1 0.0258562 0.0292009 0.194731
92 1 0.081352 0.0295373 0.191138
93 1 0.02824 0.084813 0.194909
179 1 0.111659 0.0592027 0.225918
197 1 0.0587686 0.113001 0.223086
6848 2 0.113604 0.0529763 0.164348
6879 2 0.0524494 0.0547436 0.226003
6881 2 0.110389 -0.000374902 0.221542
6893 2 0.112534 0.112661 0.22417
9733 3 0.0279666 0.0265304 0.251646
171 1 0.082886 0.0837802 0.30574
172 1 0.0845809 0.0275047 0.252492
173 1 0.0269914 0.0873997 0.253799
174 1 0.0781432 0.0824787 0.254296
175 1 0.0269962 0.0293559 0.302518
176 1 0.0818555 0.0304433 0.302895
177 1 0.0326187 0.0823813 0.303623
2270 1 0.00162199 0.0528222 0.340085
2280 1 0.109227 0.0601369 0.331784
6880 2 0.00375867 0.0542669 0.275202
6884 2 0.109626 0.0578073 0.277627
6890 2 0.0538734 0.114903 0.275875
7779 2 0.057199 0.0554229 0.332826
2271 1 0.0294477 0.0283751 0.367367
2272 1 0.0820026 0.0263362 0.36664
2273 1 0.0288921 0.0844761 0.36746
2274 1 0.0814728 0.0818841 0.363195
2276 1 0.0839189 0.0259505 0.414445
2297 1 0.0566839 0.112089 0.334669
7777 2 0.000814965 0.00172701 0.332236
7778 2 0.0570943 0.00177744 0.39065
7780 2 0.000586314 0.0553509 0.386377
7784 2 0.11384 0.0546386 0.387007
7789 2 0.00257167 0.114659 0.335699
7790 2 0.0537867 0.113117 0.388481
7793 2 0.111496 0.110835 0.33231
2275 1 0.029203 0.032198 0.412067
2277 1 0.0249987 0.0856871 0.413765
2278 1 0.0774483 0.0804791 0.41606
2354 1 -0.00311582 0.0563279 0.446138
2356 1 0.0838378 0.0284544 0.477016
2357 1 0.0274534 0.0812557 0.472915
2358 1 0.0857369 0.0895459 0.476656
2363 1 0.108457 0.0602088 0.446322
2381 1 0.0489961 0.113894 0.446496
7813 2 0.00311562 0.0020352 0.447566
7814 2 0.0505746 0.00293316 0.499293
7815 2 0.0547652 0.0537618 0.450306
7817 2 0.111845 0.00254594 0.446813
7820 2 0.115514 0.0530794 0.496499
7829 2 0.114403 0.119791 0.447696
9889 3 0.0267005 0.0289517 0.475469
2355 1 0.0807138 0.0810161 0.523324
2359 1 0.0274411 0.0267729 0.529304
2360 1 0.0881878 0.0238473 0.52295
2361 1 0.0290187 0.0837537 0.526472
2440 1 0.086062 0.0256835 0.58801
2441 1 0.0286826 0.0850267 0.581371
2447 1 0.112715 0.0520557 0.562418
2465 1 0.0562872 0.116566 0.552566
7816 2 0.00175446 0.0552752 0.499371
7826 2 0.0553375 0.109937 0.499502
7851 2 0.0558066 0.0499261 0.556145
7861 2 0.000412154 0.114088 0.558399
7865 2 0.11471 0.114472 0.559678
9895 3 0.0314722 0.0297072 0.586295
2439 1 0.0809284 0.0810596 0.636647
2442 1 0.0834025 0.0822146 0.586557
2443 1 0.0314779 0.0308117 0.637057
2444 1 0.0836488 0.028501 0.642174
2445 1 0.0258575 0.0839613 0.634577
4548 1 0.11557 0.0595467 0.665553
4565 1 0.0522624 0.109517 0.672985
7850 2 0.0524542 0.00237512 0.610401
7852 2 0.00250884 0.0513824 0.605849
7856 2 0.111311 0.0538633 0.611811
7862 2 0.0535757 0.113582 0.608784
8765 2 0.112063 0.111081 0.667791
4539 1 0.0297624 0.0317291 0.702503
4540 1 0.0853668 0.0284453 0.698767
4541 1 0.02519 0.0838516 0.699354
4542 1 0.0840231 0.0856697 0.696411
4544 1 0.0826173 0.0234994 0.743992
4545 1 0.0288704 0.0829638 0.748047
4546 1 0.0839629 0.0823768 0.747215
8751 2 0.0540609 0.058411 0.669701
8752 2 -0.00136996 0.0552133 0.722281
8756 2 0.115014 0.0527151 0.720503
8761 2 0.00362047 0.11344 0.668066
8762 2 0.0526518 0.114944 0.71963
4543 1 0.0229396 0.0261752 0.746758
4621 1 0.0592054 0.00407335 0.778161
4622 1 -0.00181225 0.0573425 0.778114
4624 1 0.0851317 0.0264029 0.808981
4625 1 0.0275413 0.081375 0.804579
4626 1 0.08267 0.0834075 0.810035
4631 1 0.109998 0.0527472 0.777753
4649 1 0.0559655 0.116394 0.782444
8787 2 0.0540211 0.0530033 0.77916
8798 2 0.0568069 0.110028 0.83362
8801 2 0.114364 0.113578 0.780397
10051 3 0.0273668 0.0256316 0.806166
4623 1 0.0811768 0.0785739 0.855987
4627 1 0.0294988 0.0273428 0.85957
4628 1 0.0841506 0.0258225 0.859262
4629 1 0.0229817 0.0848146 0.854635
4706 1 0.00273525 0.0565053 0.885885
4708 1 0.085845 0.0247143 0.9162
4710 1 0.0795887 0.0804772 0.91837
4715 1 0.115761 0.055052 0.888896
4733 1 0.0540991 0.111095 0.885307
8786 2 0.0535509 0.0027363 0.831294
8788 2 0.00126484 0.0511406 0.829644
8792 2 0.112788 0.0530137 0.831386
8823 2 0.0524575 0.0546513 0.891106
8825 2 0.112339 0.000589808 0.889897
8833 2 0.00547955 0.113133 0.889815
8837 2 0.114531 0.116547 0.894002
10057 3 0.0278748 0.0286741 0.918059
2 1 0.00662579 0.0487523 0.994729
12 1 0.105657 0.0579969 0.998651
4707 1 0.0804639 0.0854261 0.96673
4709 1 0.0269571 0.0821099 0.919015
4711 1 0.0279957 0.0230173 0.970257
4712 1 0.0803855 0.0248818 0.966673
4713 1 0.0270322 0.0832253 0.972719
6807 2 0.0542523 0.0546131 0.99902
8822 2 0.0536175 0.000828462 0.938773
8824 2 0.00220547 0.0509731 0.943756
8828 2 0.109086 0.0578662 0.943159
8834 2 0.0540748 0.111881 0.942912
30 1 0.00383704 0.167177 -0.00185629
31 1 0.0781735 0.189843 0.080285
32 1 0.085397 0.134249 0.0314683
33 1 0.0329559 0.192205 0.0310182
34 1 0.0862575 0.197531 0.0305152
35 1 0.0279346 0.14023 0.0825034
37 1 0.0243818 0.193109 0.0796769
60 1 0.0831023 0.248366 0.0292501
63 1 0.0267229 0.246183 0.0803789
6824 2 0.111629 0.167282 0.055844
6830 2 0.0524875 0.222346 0.0524756
6833 2 0.117524 0.223598 0.00225628
9723 3 0.0289116 0.137413 0.0300868
9725 3 0.0289251 0.250715 0.0268165
36 1 0.0818571 0.142324 0.0798031
64 1 0.0837139 0.250751 0.0801989
115 1 0.0312353 0.139719 0.145423
116 1 0.0813353 0.140509 0.140521
117 1 0.0271721 0.196669 0.142362
118 1 0.0833095 0.197985 0.135994
124 1 0.115887 0.174305 0.113076
141 1 0.0541818 0.218213 0.108436
144 1 0.0860918 0.251171 0.138271
6855 2 0.0550421 0.166249 0.108935
6860 2 0.111852 0.165374 0.1631
6869 2 0.110117 0.224038 0.112119
9731 3 0.028266 0.250779 0.141252
119 1 0.0290434 0.137673 0.193172
120 1 0.0892267 0.132257 0.188385
121 1 0.0277262 0.192656 0.194923
122 1 0.0836176 0.197026 0.186371
147 1 0.0260385 0.248768 0.195771
148 1 0.0834212 0.250575 0.193556
207 1 0.111338 0.166419 0.218913
225 1 0.0508229 0.222621 0.225864
6866 2 0.0528671 0.225294 0.163605
6891 2 0.0549852 0.162974 0.223867
6901 2 -0.00102098 0.222107 0.222546
6905 2 0.113172 0.221405 0.223493
9735 3 0.0295491 0.138948 0.250907
199 1 0.0862274 0.194737 0.301637
200 1 0.0844787 0.13982 0.251998
201 1 0.0276728 0.196944 0.25195
202 1 0.0841159 0.193903 0.250882
203 1 0.0253481 0.134819 0.30129
204 1 0.0828552 0.139963 0.302465
205 1 0.0261344 0.196252 0.302134
228 1 0.0838048 0.253809 0.252644
6892 2 0.00317361 0.165625 0.273376
6896 2 0.115346 0.163379 0.275528
6902 2 0.0557954 0.218886 0.276761
2298 1 -0.000143854 0.164848 0.328069
2299 1 0.0830551 0.191905 0.413357
2300 1 0.0889256 0.131618 0.36172
2301 1 0.0256504 0.198723 0.3628
2302 1 0.0841145 0.191042 0.36288
2303 1 0.0299947 0.140926 0.416706
2307 1 0.118039 0.159032 0.332086
2325 1 0.0556655 0.218277 0.333244
2328 1 0.0825477 0.250258 0.364992
2332 1 0.0827864 0.24806 0.414051
7791 2 0.0521607 0.166586 0.333573
7796 2 0.110637 0.165991 0.385751
7801 2 -7.16249e-05 0.224002 0.333267
7802 2 0.0516665 0.225768 0.386475
7805 2 0.114729 0.226448 0.336742
9885 3 0.0295118 0.141244 0.364278
2304 1 0.082173 0.140764 0.410214
2305 1 0.0295438 0.195257 0.410764
2383 1 0.0296389 0.136662 0.476124
2384 1 0.0815275 0.141517 0.471123
2385 1 0.0284053 0.194028 0.472104
2386 1 0.0852666 0.192719 0.474269
2392 1 0.108972 0.163966 0.439778
2409 1 0.0585534 0.223574 0.44604
2412 1 0.08955 0.245388 0.475105
7827 2 0.0555871 0.167398 0.443205
7832 2 0.113476 0.165249 0.498224
7841 2 0.11135 0.220384 0.447172
2387 1 0.0272242 0.138138 0.520668
2388 1 0.0864044 0.138538 0.522692
2389 1 0.0283587 0.19591 0.526116
2390 1 0.0835152 0.192606 0.524861
2415 1 0.028822 0.246962 0.524966
2416 1 0.0802188 0.255887 0.520713
2468 1 0.0844967 0.136569 0.583747
2469 1 0.0290681 0.195945 0.582536
2475 1 0.116826 0.164382 0.55192
2493 1 0.056159 0.228722 0.555136
2495 1 0.0228627 0.247966 0.58548
7828 2 0.000866995 0.166406 0.500313
7838 2 0.057943 0.221975 0.497072
7863 2 0.0527955 0.164355 0.560994
7873 2 -3.77225e-06 0.224066 0.552833
7877 2 0.112871 0.22458 0.558674
2467 1 0.0769516 0.189641 0.634147
2470 1 0.0842309 0.191288 0.586958
2471 1 0.0294198 0.13991 0.638328
2472 1 0.0804561 0.136027 0.638418
2473 1 0.0288056 0.1961 0.632408
2499 1 0.0283388 0.249728 0.636499
2500 1 0.0822281 0.250168 0.636625
4575 1 0.108659 0.164452 0.668437
4593 1 0.0568415 0.224322 0.667174
7868 2 0.112225 0.164552 0.610072
7874 2 0.0576061 0.222586 0.611414
8773 2 0.0038002 0.221124 0.668298
8777 2 0.112206 0.225561 0.667518
9897 3 0.0276438 0.139885 0.584063
4566 1 0.00451373 0.171279 0.664676
4567 1 0.0825691 0.191401 0.751911
4568 1 0.085162 0.138401 0.694658
4569 1 0.031252 0.192299 0.699381
4570 1 0.0850617 0.1932 0.698943
4572 1 0.0840941 0.137913 0.746085
4596 1 0.0833241 0.244033 0.695165
8763 2 0.0537607 0.162417 0.670086
8764 2 0.00310715 0.167234 0.722101
8768 2 0.112472 0.166834 0.721743
8774 2 0.0513404 0.224799 0.719195
10047 3 0.026508 0.139776 0.697082
10049 3 0.0259102 0.248772 0.696549
4571 1 0.0306614 0.142247 0.747812
4573 1 0.026585 0.195998 0.749146
4650 1 0.000571347 0.1645 0.778727
4651 1 0.0232742 0.139677 0.807868
4652 1 0.0837496 0.137569 0.812468
4653 1 0.0293996 0.197804 0.808558
4654 1 0.0857746 0.192949 0.805883
4660 1 0.115334 0.168045 0.776281
4677 1 0.0575626 0.222664 0.778568
8799 2 0.0567452 0.167936 0.779216
8800 2 -0.00102099 0.168071 0.83107
8810 2 0.0543908 0.227385 0.834538
8813 2 0.109953 0.220399 0.777786
4655 1 0.0296467 0.14302 0.855384
4656 1 0.0861155 0.13448 0.858692
4657 1 0.030315 0.19351 0.858439
4658 1 0.0815339 0.194837 0.85734
4683 1 0.0221914 0.249479 0.859755
4736 1 0.0785157 0.141471 0.919095
4737 1 0.0224109 0.200548 0.920319
4738 1 0.0799884 0.196376 0.913957
4743 1 0.111389 0.167376 0.890492
4761 1 0.05234 0.230162 0.886428
4764 1 0.0841972 0.250946 0.917208
8804 2 0.114575 0.162556 0.831502
8835 2 0.052279 0.162479 0.890965
8845 2 0.000154471 0.222741 0.887306
8849 2 0.11412 0.223219 0.88766
39 1 0.11256 0.164843 1.0038
57 1 0.053689 0.224188 0.994904
4735 1 0.084867 0.196307 0.970024
4739 1 0.0248366 0.136131 0.972142
4740 1 0.0839696 0.135189 0.965465
4741 1 0.0331401 0.193454 0.967107
6819 2 0.0549357 0.164074 1.00084
6829 2 0.00348802 0.226008 1.00184
8836 2 0.00244301 0.164755 0.942347
8840 2 0.114913 0.164807 0.941467
8846 2 0.0556247 0.222452 0.944142
10059 3 0.0291872 0.138828 0.918188
61 1 0.0308322 0.305457 0.0279155
62 1 0.0851056 0.30313 0.0309219
67 1 0.113406 0.28185 0.00204563
757 1 0.0532562 0.33524 -0.000229203
759 1 0.0267399 0.357605 0.0304825
760 1 0.079075 0.361564 0.0282386
763 1 0.0244276 0.360375 0.078455
6836 2 0.113544 0.276963 0.0539337
7129 2 -0.000293637 0.331903 -0.00114105
7130 2 0.0562154 0.331793 0.0540643
7133 2 0.10959 0.332509 0.00223155
59 1 0.0870733 0.307085 0.0819055
65 1 0.0301952 0.301991 0.078612
142 1 -0.00194135 0.271567 0.108027
145 1 0.0233604 0.308251 0.141839
146 1 0.077934 0.3055 0.142477
151 1 0.115576 0.277548 0.113378
764 1 0.0773432 0.361383 0.0788789
841 1 0.050922 0.337027 0.103676
844 1 0.0851365 0.361609 0.139584
6867 2 0.0519958 0.272714 0.114305
6872 2 0.110699 0.278487 0.163911
7165 2 0.00431021 0.337928 0.112813
7169 2 0.115849 0.336604 0.113975
9781 3 0.0305431 0.361319 0.140168
143 1 0.086244 0.302217 0.192047
149 1 0.0311506 0.302042 0.188973
229 1 0.0290248 0.305018 0.253523
236 1 0.111785 0.281123 0.223962
847 1 0.0256333 0.36008 0.194634
848 1 0.0833485 0.362471 0.191021
925 1 0.0562221 0.334456 0.21668
928 1 0.0869698 0.359722 0.25604
6903 2 0.055788 0.277642 0.222725
7166 2 0.0534469 0.336153 0.165745
7201 2 0.00475016 0.334469 0.224407
7205 2 0.111259 0.333347 0.222776
227 1 0.0278034 0.251543 0.255989
230 1 0.0832225 0.306329 0.254727
231 1 0.0267132 0.244192 0.302305
232 1 0.0829818 0.248785 0.301061
233 1 0.025085 0.306398 0.303091
234 1 0.0803223 0.302533 0.303275
